separate_mechanism	mover_ch	motion_en	time	date	mover_en	type	motion_ch	vote_number
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 102)	18:17:32	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號102）	[u'100']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 293)	15:06:47	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號293）	[u'271']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 105)	18:19:19	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號105）	[u'101']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 294)	15:08:33	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號294）	[u'272']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 109)	18:21:09	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號109）	[u'102']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 295)	15:10:21	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號295）	[u'273']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 110)	18:22:57	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號110）	[u'103']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 296)	15:12:12	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號296）	[u'274']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 113)	18:24:42	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號113）	[u'104']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 297)	15:14:08	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號297）	[u'275']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 114)	18:26:37	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號114）	[u'105']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 298)	15:16:01	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號298）	[u'276']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 116)	18:28:22	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號116）	[u'106']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 299)	15:17:46	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號299）	[u'277']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 118)	18:30:09	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號118）	[u'107']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 300)	15:19:35	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號300）	[u'278']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 119)	18:31:58	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號119）	[u'108']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 301)	15:21:29	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號301）	[u'279']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 121)	18:33:57	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號121）	[u'109']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 302)	15:23:25	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號302）	[u'280']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 123)	18:35:51	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號123）	[u'110']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 303)	15:25:18	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號303）	[u'281']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 124)	18:37:46	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號124）	[u'111']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 304)	15:27:11	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號304）	[u'282']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 126)	18:39:34	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號126）	[u'112']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 305)	15:29:05	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號305）	[u'283']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 127)	18:41:26	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號127）	[u'113']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 306)	15:30:58	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號306）	[u'284']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 129)	18:43:19	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號129）	[u'114']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 82 (VOTE NO. 307)	15:32:54	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目82的修正案 （表決編號307）	[u'285']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 131)	18:45:05	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號131）	[u'115']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 90 (VOTE NO. 308)	15:34:52	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目90的修正案 （表決編號308）	[u'286']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 132)	18:46:52	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號132）	[u'116']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 90 (VOTE NO. 309)	15:36:58	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目90的修正案 （表決編號309）	[u'287']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 134)	18:49:07	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號134）	[u'117']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 90 (VOTE NO. 310)	15:38:49	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目90的修正案 （表決編號310）	[u'288']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 22 (VOTE NO. 135)	18:51:01	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目22的修正案 （表決編號135）	[u'118']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 90 (VOTE NO. 311)	15:40:45	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目90的修正案 （表決編號311）	[u'289']
